article_name,quantity,brand,function,type-flavour-colour,misc
ts nail clipper large 3935 1p,935 1p,ts,cleaning accessories | home hygiene,,"nail,clipper,large"
ts nail enamel magic potion 9ml,9ml,ts,toys | toys stationery,,"nail,enamel,magic,potion"
ts nasal scissor pb20271,,ts,toys | toys stationery,,
spread chocola hazelnut,,chocolate,chocolates cakes confectioneries | branded food,flavor:hazelnut,"spread,hazelnut"
tropicana juice mixedfruit dlgt tp 500ml,500ml,tropicana,fruit juices drinks | beverages,flavor:juice,"juice,mixed"
ttrt sauce tom mayo pp 400g,400g,tasty treat,sauces puree dips | branded food,flavor:mayo flavor:sauce,"sauce,tom,mayo"
harpic bathrom floral 2*500ml + 200ml op,2*500m,harpic,home cleaning | home hygiene,flavor:floral,floral
sun esnc chocolate 25 ml,25 ml,chocolate,chocolates cakes confectioneries | branded food,,enc
ttrt vermicelli long cut roasted pp 200g,200g,tasty treat,frozen veg | branded food,flavor:roasted flavor:vermicelli,"vermicelli,long,cut,roasted"
gh sugar mishri dana 100gm,100gm,dana,salt sugar jaggery | grocery,,
waghbakri masala tea 200gm,200gm,wagh bakri,tea coffee | beverages,,
gh watana black 500g,500g,golden harvest,organic flours | grocery,color:black,black
cocoma coconut water 200ml,200ml,cocoma,fruit juices drinks | beverages,flavor:coconut,"coconut,water"
gh soya vadi big pp 200g,200g,big sams,otc | beauty personal care,flavor:soya,soya
gh oth pulse kulthi whole 500g,500g,golden harvest,masala spices | grocery,,"oth,whole"
gh sona masoori rice pp 1kg,1kg,sona sikka,rice wheat other grains | grocery,,
amul mango lassi 1l,1l,amul,ice cream desserts | branded food,flavor:lassi flavor:mango,mango
amul fresh cream tp 200m,200m,amul,ice cream desserts | branded food,,
wagh bakri tea green box 100g,100g,wagh bakri,tea coffee | beverages,color:green,"green,box"
amul milk kool thandai bt 200ml,200ml,amul,ice cream desserts | branded food,flavor:milk,milk
gh gola cut 200g,200g,golden harvest,baking dessert mixes | branded food,,cut
golden harvest white rock salt grinder bottle 100 g,100 g,golden harvest,masala spices | grocery,color:white,"white,rock,salt,bottle"
lovely bakery butter pista biscuit,,lovely bakery,chocolates cakes confectioneries | branded food,flavor:pista flavor:butter,"butter,biscuit"
ttrt inst pasta masala pp 210g,210g,tasty treat,noodles pastas vermicelli | branded food,flavor:pasta,"inst,pasta,masala"
p mark mustard oil 2 lt jar,2 l,p mark,jams spreads honey | branded food,flavor:mustard,"mustard,jar"
sunfeast moms magic nut biscotti biscuit 60g,60g,sunfeast,biscuits cookies crackers | branded food,flavor:biscotti,"magic,nut,biscuit"
rostaa trail mix pp 35g,35g,rostaa,baking dessert mixes | branded food,,"trail,mix"
nivea sc creme men 30ml,30ml,nivea,skin care | beauty personal care,,"creme,men"
sangis kitchen badi saunf pp 100g,100g,sangis kitchen,home cleaning | home hygiene,,
lifebuoy hw total 10 pp 185ml,10 pp,lifebuoy,personal hygiene | beauty personal care,,total
frozen treat malai paneer 200g,200g,frozen,frozen veg | branded food,flavor:malai flavor:paneer,"treat,malai"
venkys chicken cordn bleu nugget pp 300g,300g,venkys,toys | toys stationery,flavor:chicken color:bleu,"chicken,bleu,nugget"
ckh cheese popcorn,,,chips namkeens snacks | branded food,flavor:cheese,"cheese,popcorn"
parle hide & seek chocolate sandwich cream biscuit 100g,100g,chocolate,biscuits cookies crackers | branded food,type:cream flavor:cream flavor:sandwich,"hide,seek,sandwich,cream,biscuit"
park avenu after shv ltn good morng 50m,50m,good look,freshners repellents | home hygiene,,park
lays indian magic masala chips 95g,95g,lays,chips namkeens snacks | branded food,,"indian,magic"
cambay tiger garlic butter prawns 180g,180g,cambay tiger,jams spreads honey | branded food,flavor:prawns flavor:garlic flavor:butter,"garlic,butter,prawns"
raw pressery juice detox 250 ml,250 ml,raw pressery,fruit juices drinks | beverages,flavor:juice,"juice,detox"
epigamia greek yogurt pink guava tb 90g,90g,epigamia,soft drinks | beverages,type:yogurt flavor:guava flavor:yogurt color:pink type:pink,"greek,yogurt,pink,guava"
24 letter mantra rice flour organic 500g,24 l,24 mantra,organic grains | grocery,flavor:rice,"rice,four"
lakme eyeconic kajal 0.35g,0.35g,lakme,skin care | beauty personal care,type:kajal,
royal dansk chocolate chip cookies 400g,400g,royal dansk,biscuits cookies crackers | branded food,flavor:chocolate type:chocolate,"chocolate,chip"
woodwards gripe water 130ml,130ml,woodwards,mineral water soda | beverages,,gripe
swiss tempelle fcws dp prfyng fmng 150m,150m,swiss tempelle,chocolates cakes confectioneries | branded food,,
pratha agarbatti 4 in1 dhoop stick 20p,20p,pratha,pooja needs | home hygiene,type:agarbatti,stick
swiss tmpl intense nursng lotion bt 50m,50m,swiss tempelle,otc | beauty personal care,type:lotion,"intense,lotion"
borges pure olive oil bt 1l,1l,borges,edible oil ghee | grocery,color:olive flavor:olive,"pure,olive"
& stirred coktail mx lm lmn mrgrta 125ml,125ml,& stirred,otc | beauty personal care,,
he deo perfumed arctic spray cn 122ml,122ml,he,deos perfumes | beauty personal care,,"deo,perfumed,arctic,pray"
tropicana guava juice 1l,1l,tropicana,fruit juices drinks | beverages,flavor:juice flavor:guava,"guava,juice"
harpic toilet clnr power plus originl 1l,1l,harpic,home cleaning | home hygiene,type:toilet,"toilet,power,plus"
kinley soda club 600ml,600ml,kinley,mineral water soda | beverages,,club
crmt straws 25p 21cm,25p,,toys | toys stationery,,
vezlay frozen snk soya leg piece bx 200g,200g,frozen,toys | toys stationery,flavor:soya,"soya,leg,piece"
vegit instant mix burger patty pp 200g,200g,vegit,ready to eat | branded food,flavor:patty flavor:burger,"instant,mix,burger,patty"
amul kool koko milk 200ml,200ml,amul,ice cream desserts | branded food,flavor:milk,"koko,milk"
waghbakri bhuki tea 250g,250g,wagh bakri,tea coffee | beverages,,
amulspray infant food 200g,200g,food bazaar,masala spices | grocery,,infant
amul chocozoo tub chocolates 500g,500g,chocolate,chocolates cakes confectioneries | branded food,type:tub,tub
amul rejoice assorted chocolate box 180g,180g,chocolate,chocolates cakes confectioneries | branded food,,"rejoice,box"
amul pro whey protien malt with dha poly pack 50g,50g,amul,ice cream desserts | branded food,,"pro,whey,malt,dha,poly,pack"
pantene shmp dly most repir bt 340360ml,40360m,pantene,toys | toys stationery,,mot
pantene cond total damage care bt 75ml,75ml,pantene,hair care | beauty personal care,,"total,damage"
tong garden wasabi coatd green peas 500g,500g,tong garden,frozen veg | branded food,flavor:peas flavor:wasabi color:green,"green,peas"
knorr hot & sour vegetable soup 43g,43g,knorr,ready to eat | branded food,flavor:vegetable flavor:soup color:hot,"hot,sour,vegetable,soup"
knorr tomato chatpata soup 16g,16g,knorr,ready to eat | branded food,flavor:soup,soup
odopic utensl cleaner bar 3*300g,3*300g,odopic,home cleaning | home hygiene,,"cleaner,bar"
gh prime who spice blk pepr 100g,100g,old spice,stationery | toys stationery,,prime
gh prime who spice jvitri pp 50g,50g,old spice,stationery | toys stationery,,prime
gh prime amaranth pp 500g,500g,golden harvest,frozen veg | branded food,flavor:amaranth,"prime,amaranth"
nomarks neem facewash 50gm,50gm,bajaj nomarks,skin care | beauty personal care,type:neem,
himani hairoil navratana 100m,100m,himani,mineral water soda | beverages,,
sunkist pomegranate apple juice 1l,1l,sunkist,fruit juices drinks | beverages,flavor:pomegranate flavor:juice flavor:apple,"pomegranate,apple,juice"
chhokra det bar 1k,,chhokra,chocolates cakes confectioneries | branded food,,"det,bar"
fox chocolate mint pp 90g,90g,chocolate,chocolates cakes confectioneries | branded food,flavor:mint,"fox,mint"
sakthi readymix sambar 200g,200g,sakthi,masala spices | grocery,flavor:sambar,sambar
britannia borb 5*60g+jimjam+jr 2*100g,5*60g,britannia,biscuits cookies crackers | branded food,,
mtr namkeen cornflakes mixture 90g,90g,mtr,chips namkeens snacks | branded food,flavor:namkeen,"cornflakes,mixture"
mtr pickle lime 300g bt,300g,mtr,pickles chutneys | branded food,flavor:pickle flavor:lime,"pickle,lime"
mtr pickle mango full 300g,300g,mtr,pickles chutneys | branded food,flavor:pickle flavor:mango,"pickle,mango,full"
mtr readymeal bisibele bhath masala 300g,300g,mtr,masala spices | grocery,,
mtr readymeal paneer makhani 300g,300g,mtr,ready to eat | branded food,flavor:makhani flavor:paneer,meal
mtr snack mix veg cutlet 85g,85g,mtr,ready to eat | branded food,flavor:veg flavor:cutlet,"snack,mix,veg,cutlet"
mtr flvurd milk chocolat drink 180ml,180ml,mtr,fruit juices drinks | beverages,flavor:milk flavor:chocolat,"milk,drink"
mtr gulab jamun 100g,100g,mtr,ready to eat | branded food,flavor:jamun flavor:gulab,
mtr 3 min kesari halwa poly pack 60g,3 m,mtr,ready to eat | branded food,flavor:halwa,"poly,pack"
leonardo pure olive oil 1l bt,1l,leonardo,edible oil ghee | grocery,color:olive flavor:olive,"pure,olive"
maggi sauce tomato nong 1k,,maggi,sauces puree dips | branded food,flavor:tomato flavor:sauce,"sauce,tomato"
sunfeast bounce choco twist biscuit 100g,100g,sunfeast,biscuits cookies crackers | branded food,flavor:choco,"bounce,twist,biscuit"
set wet hair gel casual hold bt 250ml,250ml,set wet,hair care | beauty personal care,type:gel,"gel,casual,hold"
chocolate treat cream biscuit,,chocolate,biscuits cookies crackers | branded food,flavor:cream type:cream,"treat,cream,biscuit"
pooof wflt strawberry candy floss pp 50g,50g,pooof!,chocolates cakes confectioneries | branded food,flavor:candy type:floss flavor:strawberry,"strawberry,candy,floss"
nature choice roastd&salted almond 200g,200g,easy choice,organic flours | grocery,flavor:almond,"nature,almond"
britannia danedar desi ghee jr 500ml,500ml,britannia,biscuits cookies crackers | branded food,flavor:ghee,"desi,ghee"
schogetten block milk chocolate 100g,100g,schogetten,chocolates cakes confectioneries | branded food,flavor:milk flavor:chocolate type:chocolate,"block,milk,chocolate"
scrub n shine scruber scrub n hard spong,,wipe n shine,utensil cleaners | home hygiene,,"hie,hard"
vaseline lip therapy original 4 g,4 g,vaseline,skin care | beauty personal care,,"lip,therapy"
yummiez snk afghani seekh kabab pp 250g,250g,yummiez,frozen veg | branded food,flavor:seekh flavor:kabab,
vaseline bdy lotion aloe soothe bt 400ml,400ml,vaseline,skin care | beauty personal care,type:lotion flavor:aloe type:aloe,"lotion,aloe,soothe"
everest readymix chat bx 50g,50g,everest,masala spices | grocery,,chat
mother dairy yoghurt fruit bluebery 100g,100g,mother dairy,chocolates cakes confectioneries | branded food,flavor:fruit flavor:yoghurt type:yoghurt,"yoghurt,fruit"
mother dairy tadka chaach 400 ml poly pack,400 ml,mother dairy,biscuits cookies crackers | branded food,flavor:tadka,"poly,pack"
mother dairy ice crm pista kulfi 60ml,60ml,mother dairy,ice cream desserts | branded food,flavor:kulfi flavor:pista,
santoor hw essentialclassic pump 215ml,215ml,santoor,chocolates cakes confectioneries | branded food,,pump
real thai fish sauce bottle 200ml,200ml,real thai,sauces puree dips | branded food,flavor:sauce flavor:fish,"fish,sauce,bottle"
mother dairy milk shake mango tp 200ml,200ml,mother dairy,chocolates cakes confectioneries | branded food,flavor:milk flavor:mango,"milk,shake,mango"
danisa cookies butter tn 500g,500g,danisa,chocolates cakes confectioneries | branded food,flavor:cookies flavor:butter,"cookies,butter"
swiss tmp hw foam zingy fresh bt 250m,250m,soo fresh,toys | toys stationery,flavor:zingy,"swiss,tmp,foam,zingy"
odomos mosquito cream natural 25g,25g,odomos,freshners repellents | home hygiene,flavor:cream type:cream,"mosquito,cream,natural"
uttam natural brown sugar 1kg,1kg,uttam,salt sugar jaggery | grocery,color:brown,"natural,brown"
pineapple,,pringles,fun drink mix | beverages,flavor:pineapple,pineapple
exo haricot beans,,exo,pooja needs | home hygiene,flavor:haricot flavor:beans,"haricot,beans"
exo yellow capsicum,,exo,chocolates cakes confectioneries | branded food,flavor:capsicum color:yellow,yellow
jamun fresh,,almond fresh,skin care | beauty personal care,flavor:jamun,
tender coconut,,dermi cool,skin care | beauty personal care,flavor:coconut,"tender,coconut"
chulbuli imli,,,chocolates cakes confectioneries | branded food,,
onion fresh,,soo fresh,sauces puree dips | branded food,flavor:onion,onion
exo green chilli,,exo,sauces puree dips | branded food,flavor:chilli color:green,"green,chilli"
pear babbugosh,,lever ayush,skin care | beauty personal care,flavor:pear,pear
capsicum red,,dabur red,otc | beauty personal care,flavor:capsicum,
onion sambar,,pitambari,sauces puree dips | branded food,flavor:onion flavor:sambar,"onion,sambar"
ginger,,girnar,soft drinks | beverages,flavor:ginger,ginger
baby potato,,baby,baby care | baby care,flavor:potato,potato
chk shami,,charmis,toys | toys stationery,flavor:shami,
impact strawberry sugar free mints 14g,14g,sugar free,salt sugar jaggery | grocery,flavor:strawberry,"impact,strawberry,mints"
parle namkeen moong dal 180g,180g,parle,chips namkeens snacks | branded food,flavor:namkeen flavor:dal flavor:moong,dal
zorabian frz chicken seekh kabab 250g,250g,zorabian,ready to eat | branded food,flavor:chicken flavor:seekh flavor:kabab,chicken
baker street nankatai 150g,150g,baker street,toys | toys stationery,,
park avenue bdy frgrnc alexander bt 150m,150m,park avenue,deos perfumes | beauty personal care,,alexander
baker street suji rusk pp 80g,80g,baker street,chips namkeens snacks | branded food,flavor:suji flavor:rusk,rusk
nilons garlic paste 200g,200g,nilons,cooking paste | grocery,flavor:garlic,garlic
nilons garlic paste 1+1 200g,1 200g,nilons,cooking paste | grocery,flavor:garlic,garlic
baker street multi grain pita chips 100g,100g,baker street,toys | toys stationery,flavor:pita flavor:grain,"multi,grain,chips"
patanjali crack heal cream 50g,50g,patanjali,skin care | beauty personal care,flavor:cream type:cream,"crack,heal,cream"
nilons mixed pickle 500g + tomato ketchup 200g,500g,nilons,pickles chutneys | branded food,flavor:ketchup flavor:pickle flavor:tomato,"mixed,pickle,tomato,ketchup"
nilons sauce orgnl green chilli bottle 200g,200g,nilons,sauces puree dips | branded food,flavor:chilli flavor:sauce color:green,"sauce,green,chilli,bottle"
nilons macroni italia 400g,400g,nilons,toys | toys stationery,,italia
saffola masala oats chinese cuppa 39g,39g,saffola,breakfast cereals | branded food,flavor:oats,"masala,oats,chinese,cuppa"
whisper san pad ultra softer xl 15p,15p,whisper,feminine care | beauty personal care,,"pad,ultra"
stayfree san pad secure dry wings xl 6p,6p,stayfree,feminine care | beauty personal care,,"pad,dry,wing"
pedigree combo pack adult box 480g,480g,pedigree,pet care | home hygiene,,"combo,pack,adult,box"
pedigree young adult chicken & rice 1.2kg,1.2kg,pedigree,pet care | home hygiene,flavor:chicken flavor:rice,"young,adult,chicken,rice"
loreal hrclr 3 nat darkest brown,,loreal paris,hair care | beauty personal care,color:brown,"nat,darkest,brown"
garnier fw men oilclear match d tox 100g,100g,garnier,men toiletries | beauty personal care,,"match,tox"
pepsodent deep clean toothbrush soft 1 pc,1 p,pepsodent,oral care | beauty personal care,type:toothbrush color:clean,"dee,clean,toothbrush,soft"
fun foods dessert topping strawberry 300g,300g,funfoods,jams spreads honey | branded food,flavor:dessert flavor:strawberry,"fun,dessert,topping,strawberry"
fun foods mayonnaise diet eggless 275g,275g,diet foods,jams spreads honey | branded food,type:mayonnaise flavor:eggless flavor:mayonnaise,"fun,mayonnaise"
saffola salt pp 1kg,1kg,saffola,salt sugar jaggery | grocery,,
pan brand besan pp 500g,500g,pan brand,chocolates cakes confectioneries | branded food,flavor:besan,
mothers recipe mango pickle 200g,200g,mothers recipe,pickles chutneys | branded food,flavor:pickle flavor:mango,"mango,pickle"
mothers recipe moong papad 200g,200g,mothers recipe,ready to fry | branded food,flavor:moong flavor:papad,
laser shaving brush ultra,,laser,men toiletries | beauty personal care,,ultra
laser razors sport firmgrip pp 5p,5p,laser,chocolates cakes confectioneries | branded food,type:razors,"razors,sport"
